rho,lambd,S,Nsum,Nmean,Nsd
261530.7385836835,83313.58378545099,240.0,22951.0,95.62916666666666,83645.36664930558
1129501.9327889618,396794.1304721389,248.0,22423.0,90.41532258064517,80164.15412005727
11395377.959655505,4609231.116109884,244.0,22566.0,92.48360655737704,81424.59399355027
177989322.92466375,82549739.49432956,247.0,22165.0,89.73684210526316,73448.87406776055
8350685.166070849,3218746.900806184,245.0,22163.0,90.46122448979592,83738.52604748035
86956953.68005341,40301325.2970648,247.0,22945.0,92.89473684210526,77745.80268484986
9639216.67357245,3848480.9866901715,249.0,21591.0,86.71084337349397,71381.4344607342
23222249.7377045,10199716.805728976,243.0,21758.0,89.53909465020575,70618.47892428322
8808722.441849865,3583676.353002594,247.0,22323.0,90.37651821862349,75588.19426641986
370262972.4873918,168261720.52827275,239.0,22498.0,94.13389121338912,93580.19127816378
236317721.2752187,110149713.67074083,242.0,21878.0,90.40495867768595,77736.81121508109
8836088.14468053,3525028.0348145054,243.0,21801.0,89.71604938271605,76968.06340496855
2373869.509112482,847173.5265923212,247.0,22287.0,90.23076923076923,82369.75646216144
4207893.315418877,1619557.391752747,245.0,22085.0,90.14285714285714,76022.71020408136
2340226.761448304,863324.0565106717,252.0,21871.0,86.78968253968254,70209.65021101029
7103202.400934636,2727833.4301704816,239.0,22131.0,92.59832635983264,86669.38677544137
74029052.8006829,33829966.68041225,240.0,22227.0,92.6125,79341.28734374992
4685665.338444779,1916684.8500785746,243.0,21905.0,90.1440329218107,70188.8146454638
263344169768.42822,154652621027.6184,245.0,21889.0,89.34285714285714,73125.68653061194
2036675901.2015715,1047657279.103415,237.0,22409.0,94.55274261603375,79179.30207053707
3212259593.850766,1597096603.8978567,247.0,22982.0,93.04453441295547,85565.71056729331
183754336.11332422,86267625.715207,244.0,21569.0,88.39754098360656,71110.4444201827
67218292.95974769,28953665.164937966,254.0,22440.0,88.34645669291339,79543.02957405902
7567624.74971616,2874504.4240705203,249.0,22947.0,92.1566265060241,84124.70237576826
4892783.944125807,1938066.01771917,247.0,22016.0,89.1336032388664,71799.04692750252
6431722.365657809,2315322.178580053,246.0,22042.0,89.60162601626017,90096.19902174606
7458340330.352268,3820711421.1056213,248.0,22435.0,90.46370967741936,82696.86965075423
10112609.951202026,4033662.7435227633,254.0,21995.0,86.59448818897638,72292.67414284844
1700661.0748745038,610513.6263269159,248.0,22239.0,89.67338709677419,77822.89735626975
380529.2141317624,122125.39558421617,245.0,22181.0,90.53469387755102,78480.7222657226
130791499.21026862,59083149.67630424,240.0,21585.0,89.9375,75818.12526041667
1646252.464518094,583505.4577108691,248.0,22833.0,92.06854838709677,80928.91868821533
607416279.8909361,292464573.236654,248.0,21813.0,87.95564516129032,71910.01012942239
3331748.3755214373,1250213.1053768415,255.0,22670.0,88.90196078431373,74150.39430988097
18568264.34627793,7717649.097214375,248.0,22622.0,91.21774193548387,75084.0493626431
10058007.324915271,3967809.1302143047,257.0,22028.0,85.71206225680933,72959.69141092226
2914690.5021508443,1093893.5491463966,246.0,22551.0,91.67073170731707,79875.79808645656
1803918.0152022312,601081.667827476,242.0,22067.0,91.18595041322314,92778.13484393121
4544288.080513563,1806207.0916472957,257.0,22395.0,87.14007782101167,66939.45897742567
6843335.411513012,2849756.067351536,246.0,21972.0,89.3170731707317,66850.73686297846
7644852.562949071,2982424.6937608607,249.0,22235.0,89.29718875502007,80197.5261366751
1505534.6176838512,572126.7804280769,251.0,22320.0,88.92430278884463,67430.39666037043
7074661.200484655,2805688.682244757,252.0,21199.0,84.12301587301587,69083.90153376157
43190767.144683376,17899895.35316313,242.0,22760.0,94.0495867768595,90675.25373949879
1091741.8097582257,373580.9825300356,248.0,22826.0,92.04032258064517,84016.1354708637
1057347.99269183,382998.8406807241,242.0,22195.0,91.71487603305785,75483.12118366222
1960058.018988624,758015.7858438126,244.0,22297.0,91.3811475409836,71950.6457101585
914111.1491799457,309029.0355299765,252.0,22542.0,89.45238095238095,78739.73979591833
858417.960436811,302785.63272272196,241.0,22143.0,91.87966804979253,74990.18883972368
1593819.329751188,568320.5276458748,251.0,22891.0,91.199203187251,81213.56987984333
1181221.4817030113,406992.7294840277,241.0,22163.0,91.96265560165975,83979.33885435859
2152110.4369412316,777208.1716591861,244.0,22170.0,90.86065573770492,81269.94779629157
2665398971.7705793,1354462592.2413197,239.0,22001.0,92.05439330543933,80165.09745977816
9038126653.758118,4614248014.399212,245.0,22072.0,90.08979591836734,81903.24091628489
1183840.7914497445,420499.21428156097,244.0,22695.0,93.01229508196721,81212.66788161774
4604489.3936192375,1709374.7834732821,250.0,22117.0,88.468,79628.47297599983
1890994.6084917954,712539.1099893125,251.0,22101.0,88.05179282868527,67522.35986730359
7855398.281703196,3014852.980161654,250.0,21937.0,87.748,78022.98849600015
15385740.236967627,6478843.925029013,245.0,22613.0,92.29795918367347,76920.91122032501
1479847.028363272,524951.5534767607,245.0,23321.0,95.18775510204081,89404.4790337357
1253597.3006030917,430494.4465925371,249.0,21763.0,87.40160642570281,76199.20417412648
4619996.536923161,1760061.792524172,246.0,21994.0,89.40650406504065,79912.37133981084
332165649.83367515,156526908.355812,244.0,22178.0,90.89344262295081,78570.4640553614
361324585.2489152,173281166.0471748,236.0,21211.0,89.87711864406779,73765.06540864689
3190311.554881284,1219769.5370108583,247.0,21955.0,88.88663967611336,74138.813060368
8546971.848486396,3537654.572961442,244.0,21911.0,89.79918032786885,71337.64409768891
18925538.377809994,7974546.269261595,238.0,21912.0,92.0672268907563,74799.19716121755
58228335.34204927,25637273.320220485,247.0,21923.0,88.75708502024291,72292.9855267255
3727046.378188921,1441651.0919984505,243.0,21663.0,89.14814814814815,72525.63237311374
827705.5877409937,285378.51616134285,254.0,22056.0,86.83464566929133,71342.14588629147
2471824.170152044,903521.7982160216,241.0,22063.0,91.54771784232365,82890.96971470892
1971254.5241070753,764276.5536134315,240.0,22431.0,93.4625,74397.24026041674
1068512.19746712,379138.9136284843,239.0,22493.0,94.11297071129707,79915.93284431289
393207.49672262114,126486.415510389,244.0,21912.0,89.80327868852459,78225.56785810267
7242908.381786276,2856852.922746098,244.0,22298.0,91.38524590163935,79138.1138806772
52178395.814649194,22946939.281928673,249.0,22291.0,89.52208835341365,73910.9804357996
